stt,name,price,size,support,of_players,genre,system,publisher,developer,languages,release_date
170,OCTOPATH TRAVELER 0,$49.99,"Nintendo Switch: 3 GB , Nintendo Switch 2: 3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,SQUARE ENIX,Chưa có,"Japanese, American English","December 4, 2025"
171,Couple Maker,$1.30,"Nintendo Switch: 325 MB , Nintendo Switch 2: 325 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,nisisuke,Chưa có,"Japanese, British English, American English","December 3, 2025"
172,Winterlight - Where silence says it all,$4.99,"Nintendo Switch: 295 MB , Nintendo Switch 2: 295 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,eastasiasoft,eastasiasoft,"Spanish, Brazilian Portuguese, American English","December 3, 2025"
173,Viewfinder,$24.99,"Nintendo Switch: 3.7 GB , Nintendo Switch 2: 3.7 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Thunderful,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Latin American Spanish, Brazilian Portuguese, Traditional Chinese, American English","December 3, 2025"
174,Simogo Legacy Collection - Nintendo Switch™ 2 Edition Upgrade Pack,$0.00,"Nintendo Switch: 1.8 GB , Nintendo Switch 2: 3 MB",Chưa có,Chưa có,Chưa có,Nintendo Switch 2,Simogo,Chưa có,Chưa có,"December 2, 2025"
175,Simogo Legacy Collection - Nintendo Switch™ 2 Edition,$14.99,"Nintendo Switch: 1.8 GB , Nintendo Switch 2: 2.6 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch 2,Simogo,Simogo,American English,"December 2, 2025"
176,BROK the InvestiGator + The Brawl Bar,$24.99,Chưa có,Chưa có,Chưa có,"Action , Adventure",Nintendo Switch,COWCAT,Chưa có,Chưa có,"December 2, 2025"
177,BROK: The Brawl Bar,$9.99,"Nintendo Switch: 1.5 GB , Nintendo Switch 2: 1.5 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-4),Chưa có,Nintendo Switch,COWCAT,COWCAT,"Japanese, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","December 2, 2025"
178,Simogo Legacy Collection,$14.99,"Nintendo Switch: 1.8 GB , Nintendo Switch 2: 2.6 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Simogo,Simogo,American English,"December 2, 2025"
179,MARVEL Cosmic Invasion,$29.99,624 MB,"TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (1-4)",Chưa có,Nintendo Switch 2,Dotemu,Dotemu,"Japanese, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","December 1, 2025"
180,Los Pingheros,$9.99,"Nintendo Switch: 496 MB , Nintendo Switch 2: 496 MB","TV mode , Tabletop mode , Handheld mode","Single System (1-8) , Online (1-8)",Chưa có,Nintendo Switch,Hectiq,Hectiq,"Japanese, French, German, Italian, Spanish, Korean, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Brazilian Portuguese, American English","December 1, 2025"
181,MARVEL Cosmic Invasion,$29.99,"Nintendo Switch: 623 MB , Nintendo Switch 2: 623 MB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (1-4)",Chưa có,Nintendo Switch,Dotemu,Dotemu,"Japanese, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Latin American Spanish, Brazilian Portuguese, Traditional Chinese, American English","December 1, 2025"
182,Bee Simulator: The Hive,$24.99,"Nintendo Switch: 7.9 GB , Nintendo Switch 2: 7.9 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Chưa có,Nintendo Switch,Untold Tales,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","November 28, 2025"
183,EL COCO,$19.99,"Nintendo Switch: 2.4 GB , Nintendo Switch 2: 2.4 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,RECOTECHNOLOGY,Chưa có,"British English, French, German, Spanish, Portuguese, American English","November 28, 2025"
184,"TetroMosaic, UnicorN",$6.99,"Nintendo Switch: 495 MB , Nintendo Switch 2: 495 MB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Chưa có,Nintendo Switch,FuriouSoftPhoenix,FuriouSoftPhoenix,British English,"November 27, 2025"
185,Cozy Toy Shop,$19.99,"Nintendo Switch: 980 MB , Nintendo Switch 2: 980 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,DEV 666,Chưa có,American English,"November 27, 2025"
186,Escape game R00M07,$1.00,"Nintendo Switch: 419 MB , Nintendo Switch 2: 419 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,AlignmentSharp,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Dutch, Portuguese, Russian, Latin American Spanish, Canadian French, Brazilian Portuguese, American English","November 27, 2025"
187,The Bee Hive,$12.99,"Nintendo Switch: 4.6 GB , Nintendo Switch 2: 4.6 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,NeverSleep Games,Chưa có,"Japanese, British English, Simplified Chinese, American English","November 27, 2025"
188,Trouble Witches FINAL! Episode 01 Daughters of Amalgam,$29.99,"Nintendo Switch: 3.1 GB , Nintendo Switch 2: 3.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,ININ Games,ININ Games,"Japanese, American English","November 27, 2025"
189,BAD BOY BROTHER,$14.99,"Nintendo Switch: 330 MB , Nintendo Switch 2: 330 MB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Chưa có,Nintendo Switch,D3PUBLISHER,D3PUBLISHER,"Japanese, Simplified Chinese, Traditional Chinese, American English","November 27, 2025"
190,Aluna Rift,$4.99,"Nintendo Switch: 703 MB , Nintendo Switch 2: 703 MB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Chưa có,Nintendo Switch,digiggle,digiggle,"Japanese, British English, Korean, Simplified Chinese, Latin American Spanish, Traditional Chinese","November 27, 2025"
191,BUBBLE BOBBLE Sugar Dungeons Deluxe Edition,$49.99,Chưa có,Chưa có,Chưa có,Chưa có,Nintendo Switch,ARC SYSTEM WORKS,Chưa có,Chưa có,"November 26, 2025"
192,BUBBLE BOBBLE Sugar Dungeons,$39.99,Chưa có,Chưa có,Chưa có,Chưa có,Nintendo Switch,ARC SYSTEM WORKS,Chưa có,Chưa có,"November 26, 2025"
193,Brotherhood,$9.99,"Nintendo Switch: 431 MB , Nintendo Switch 2: 431 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Valkyrie Initiative,Valkyrie Initiative,"Japanese, French, German, Spanish, Russian, Brazilian Portuguese, American English","November 26, 2025"
194,BUBBLE BOBBLE Sugar Dungeons Deluxe Contents,,"Nintendo Switch: 282 MB , Nintendo Switch 2: 282 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,ARC SYSTEM WORKS,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","November 26, 2025"
195,BUBBLE SYMPHONY,,"Nintendo Switch: 543 MB , Nintendo Switch 2: 543 MB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Chưa có,Nintendo Switch,ARC SYSTEM WORKS,Chưa có,"Japanese, Korean, Simplified Chinese, Traditional Chinese, American English","November 26, 2025"
196,BUBBLE BOBBLE Sugar Dungeons,$39.99,Chưa có,Chưa có,Chưa có,Chưa có,Nintendo Switch,ARC SYSTEM WORKS,Chưa có,Chưa có,"November 26, 2025"
197,Schildmaid MX,$19.99,"Nintendo Switch: 792 MB , Nintendo Switch 2: 792 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,eastasiasoft,eastasiasoft,"Japanese, French, German, Italian, Spanish, Korean, Dutch, Brazilian Portuguese, Traditional Chinese, American English","November 26, 2025"
198,Hypno Halo,$19.99,"Nintendo Switch: 307 MB , Nintendo Switch 2: 307 MB","TV mode , Tabletop mode , Handheld mode",Single System (1-8),Chưa có,Nintendo Switch,Luna Wolf Studios,Luna Wolf Studios,"Japanese, French, German, Italian, Spanish, Korean, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Brazilian Portuguese, Traditional Chinese, American English","November 25, 2025"
199,Glory Hunters,$9.99,"Nintendo Switch: 1.6 GB , Nintendo Switch 2: 1.6 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Ogre Pixel,Ogre Pixel,"British English, Spanish, Latin American Spanish, American English","November 25, 2025"
200,Gensou -Yumegokochi- Illusion -Dreamlike-,$14.99,"Nintendo Switch: 1.6 GB , Nintendo Switch 2: 1.6 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch,Purmoe Design Lab,Chưa có,"Japanese, Korean, Simplified Chinese, Traditional Chinese, American English","November 22, 2025"
201,Mortal Trap Dungeon,$5.99,"Nintendo Switch: 125 MB , Nintendo Switch 2: 125 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Adventure",Nintendo Switch,Nerd Games,Nerd Games,"Japanese, Brazilian Portuguese, American English","November 22, 2025"
202,Village Climb Obby,$2.99,"Nintendo Switch: 537 MB , Nintendo Switch 2: 537 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch,Downmeadowstreet,Chưa có,American English,"November 21, 2025"
203,Croc's Dynamite Blast,$6.99,"Nintendo Switch: 168 MB , Nintendo Switch 2: 168 MB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (1-2)",Action,Nintendo Switch,Sprakelsoft,Chưa có,"French, German, Italian, Spanish, Portuguese, American English","November 21, 2025"
204,The Great Rebellion: Edition 2084,$15.99,"Nintendo Switch: 1.7 GB , Nintendo Switch 2: 1.7 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Shooting",Nintendo Switch,AIP,Chưa có,"British English, American English","November 21, 2025"
205,Age verification,$9.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
206,BOSSGAME: The Final Boss Is My Heart,$9.99,"Nintendo Switch: 315 MB , Nintendo Switch 2: 315 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch,Dolores Ent.,Chưa có,"British English, French, German, Italian, Spanish, Latin American Spanish, American English","November 21, 2025"
207,Boxville Collection,$16.99,Chưa có,Chưa có,Chưa có,Adventure,Nintendo Switch,Triomatica Games,Chưa có,Chưa có,"November 20, 2025"
208,Flag Trivia Quiz: Four Choices!,$8.99,"Nintendo Switch: 286 MB , Nintendo Switch 2: 286 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Education,Nintendo Switch,TT,Chưa có,"Japanese, Korean, Traditional Chinese, American English","November 20, 2025"
209,Magical Girls,$5.00,"Nintendo Switch: 741 MB , Nintendo Switch 2: 741 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch,Caerux,Caerux,"Japanese, Simplified Chinese, Traditional Chinese, American English","May 6, 2021"
210,Difficult Game About Letters,$4.99,"Nintendo Switch: 276 MB , Nintendo Switch 2: 276 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch,Abelix Games,Abelix Games,"Japanese, British English, French, German, Italian, Spanish, Korean, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","November 20, 2025"
211,Age verification,$9.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
212,Revival: Recolonization,$29.99,"Nintendo Switch: 645 MB , Nintendo Switch 2: 645 MB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Strategy,Nintendo Switch,HeroCraft,Chưa có,"Japanese, French, German, Korean, Russian, Simplified Chinese, Traditional Chinese, American English","November 20, 2025"
213,Michael's Dream Adventure,$2.80,"Nintendo Switch: 79 MB , Nintendo Switch 2: 79 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch,HUNTERS,HUNTERS,"Japanese, American English","November 20, 2025"
214,Zombie Royale io,$4.99,"Nintendo Switch: 584 MB , Nintendo Switch 2: 584 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Shooting",Nintendo Switch,DubassGames,Chưa có,"British English, American English","November 20, 2025"
215,Solid Void Art Nonograms,$7.99,"Nintendo Switch: 256 MB , Nintendo Switch 2: 256 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Puzzle,Nintendo Switch,Infinite Zone,Infinite Zone,American English,"November 20, 2025"
216,Neon Inferno,$19.99,"Nintendo Switch: 1.3 GB , Nintendo Switch 2: 1.3 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Adventure , Shooting",Nintendo Switch,Retroware,Retroware,"Japanese, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Latin American Spanish, Brazilian Portuguese, Traditional Chinese, American English","November 20, 2025"
217,Supermarket Simulator Store,$4.99,"Nintendo Switch: 406 MB , Nintendo Switch 2: 406 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Simulation,Nintendo Switch,INVECTOR GAME STUDIO,INVECTOR GAME STUDIO,American English,"November 20, 2025"
218,R-Type Delta: HD Boosted,$24.99,"Nintendo Switch: 866 MB , Nintendo Switch 2: 866 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Shooting,Nintendo Switch,Clear River Games,Clear River Games,"Japanese, American English","November 20, 2025"
219,Ozymandias,$9.99,"Nintendo Switch: 880 MB , Nintendo Switch 2: 880 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Strategy,Nintendo Switch,Goblinz Studio,Chưa có,"Japanese, British English, French, German, Spanish, Korean, Russian, Simplified Chinese","November 20, 2025"
220,Samurai Academy: Paws of Fury,$24.99,"Nintendo Switch: 3.3 GB , Nintendo Switch 2: 3.3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch,MAXIMUM ENT FRANCE,Chưa có,"French, German, Italian, Spanish, Brazilian Portuguese, American English","November 20, 2025"
221,Moonring DX,$15.00,"Nintendo Switch: 375 MB , Nintendo Switch 2: 375 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Adventure , Role playing",Nintendo Switch,Fluttermind,Fluttermind,British English,"November 20, 2025"
222,As I Began to Dream,$19.99,"Nintendo Switch: 963 MB , Nintendo Switch 2: 963 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Puzzle",Nintendo Switch,SOFT SOURCE,Chưa có,"Japanese, German, Spanish, Portuguese, Simplified Chinese, Traditional Chinese, American English","November 20, 2025"
223,MahjongPuzzle 8,$1.99,"Nintendo Switch: 124 MB , Nintendo Switch 2: 124 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Puzzle , Tabletop",Nintendo Switch,syn Sophia,syn Sophia,"Japanese, British English, Simplified Chinese, Traditional Chinese, American English","November 20, 2025"
224,Secrets of Blackrock Manor - Escape Room,$9.99,"Nintendo Switch: 1.2 GB , Nintendo Switch 2: 1.2 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch,mc2games,mc2games,"Japanese, French, German, Italian, Spanish, Korean, Portuguese, Russian, Simplified Chinese, American English","November 19, 2025"
225,Sumikkogurashi Create a Wonderful Sumikko Island!,$49.99,"Nintendo Switch: 318 MB , Nintendo Switch 2: 318 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Simulation,Nintendo Switch,NIPPON COLUMBIA,Chưa có,"Japanese, Korean, Simplified Chinese, Traditional Chinese, American English","November 19, 2025"
226,StarLightRiders: HyperJump,$4.99,"Nintendo Switch: 207 MB , Nintendo Switch 2: 207 MB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Shooting,Nintendo Switch,eastasiasoft,eastasiasoft,American English,"November 19, 2025"
227,Demonschool,$24.99,"Nintendo Switch: 2.1 GB , Nintendo Switch 2: 2.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Adventure , Role playing",Nintendo Switch,Ysbryd Games,Ysbryd Games,"Japanese, French, Simplified Chinese, Latin American Spanish, American English","November 19, 2025"
228,SpongeBob SquarePants: Titans of the Tide,$39.99,8 GB,"TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch 2,THQ Nordic,THQ Nordic,"Japanese, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Latin American Spanish, Brazilian Portuguese, Traditional Chinese, American English","November 18, 2025"
229,Desert Race Adventures,$5.99,"Nintendo Switch: 247 MB , Nintendo Switch 2: 247 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch,Black Smoke Studios,Black Smoke Studios,American English,"November 18, 2025"
230,Truck Simulator 2025: City Work Delivery,$7.99,"Nintendo Switch: 1.2 GB , Nintendo Switch 2: 1.2 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Simulation,Nintendo Switch,Play Games,Chưa có,British English,"November 18, 2025"
231,Morsels,$14.99,"Nintendo Switch: 1.2 GB , Nintendo Switch 2: 1.2 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Shooting",Nintendo Switch,Annapurna Interactive,Annapurna Interactive,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Latin American Spanish, Brazilian Portuguese, Traditional Chinese, American English","November 18, 2025"
232,Gigabonk: Mega Survivors,$9.99,"Nintendo Switch: 125 MB , Nintendo Switch 2: 125 MB","Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch,UMURO,UMURO,American English,"November 17, 2025"
233,Tralalero Tralala - Escape Backrooms,$5.99,"Nintendo Switch: 2.1 GB , Nintendo Switch 2: 2.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch,SUCCESS GAMES,Chưa có,British English,"November 15, 2025"
234,DRAGON BALL: Sparking! ZERO,$59.99,11.3 GB,"TV mode , Tabletop mode , Handheld mode","Single System (1-6) , Online (1-8)",Action,Nintendo Switch 2,BANDAI NAMCO Entertainment,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","November 14, 2025"
235,DRAGON BALL: Sparking! ZERO,$59.99,"Nintendo Switch: 6.7 GB , Nintendo Switch 2: 13.6 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-6) , Online (1-8)",Fighting,Nintendo Switch,BANDAI NAMCO Entertainment,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","November 14, 2025"
236,CLAWPUNK,$9.99,"Nintendo Switch: 986 MB , Nintendo Switch 2: 986 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch,Megabit Publishing,Megabit Publishing,"Japanese, French, German, Spanish, Dutch, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","November 14, 2025"
237,Atelier Ryza Secret Trilogy Deluxe Pack,$89.99,Chưa có,Chưa có,Chưa có,"Action , Adventure , Role playing",Nintendo Switch 2,KOEI TECMO AMERICA,Chưa có,Chưa có,"November 13, 2025"
238,INAZUMA ELEVEN: Victory Road Nintendo Switch™ 2 Edition Upgrade Pack,$2.59,3 MB,Chưa có,Chưa có,Chưa có,Nintendo Switch 2,LEVEL5,Chưa có,Chưa có,"November 13, 2025"
239,Hello Kitty Island Adventure – Nintendo Switch 2 Edition upgrade pack,$9.99,"Nintendo Switch: 2.4 GB , Nintendo Switch 2: 3 MB",Chưa có,Chưa có,Chưa có,Nintendo Switch 2,Sunblink,Chưa có,Chưa có,"November 13, 2025"
240,Hello Kitty Island Adventure Nintendo Switch 2 Edition,$49.99,"Nintendo Switch: 3.9 GB , Nintendo Switch 2: 4.6 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch 2,Sunblink,Sunblink,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","November 13, 2025"
241,Arcade Archives 2 GALACTIC WARRIORS,$3.85,84 MB,"TV mode , Tabletop mode , Handheld mode",Single System (1-2),Fighting,Nintendo Switch 2,HAMSTER,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Latin American Spanish, Canadian French, American English","November 13, 2025"
242,INAZUMA ELEVEN: Victory Road Nintendo Switch™ 2 Edition,$72.58,"Nintendo Switch: 30.2 GB , Nintendo Switch 2: 30.3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Adventure , Simulation , Sports",Nintendo Switch 2,LEVEL5,Chưa có,"Japanese, French, German, Italian, Spanish, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","November 13, 2025"
243,Chưa có,$9.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
244,Atelier Ryza 3: Alchemist of the End & the Secret Key DX,$39.99,21.5 GB,"TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Adventure , Role playing",Nintendo Switch 2,KOEI TECMO AMERICA,Chưa có,"Japanese, American English","November 13, 2025"
245,Atelier Ryza 2: Lost Legends & the Secret Fairy DX,$39.99,18.3 GB,"TV mode , Tabletop mode , Handheld mode",Chưa có,"Adventure , Role playing",Nintendo Switch 2,KOEI TECMO AMERICA,Chưa có,"Japanese, French, American English","November 13, 2025"
246,Atelier Ryza: Ever Darkness & the Secret Hideout DX,$39.99,15.5 GB,"TV mode , Tabletop mode , Handheld mode",Chưa có,"Adventure , Role playing",Nintendo Switch 2,KOEI TECMO AMERICA,Chưa có,"Japanese, American English","November 13, 2025"
247,Atelier Ryza Secret Trilogy Deluxe Pack,$89.99,Chưa có,Chưa có,Chưa có,Role playing,Nintendo Switch,KOEI TECMO AMERICA,Chưa có,Chưa có,"November 13, 2025"
248,Picnic Girls,$3.40,"Nintendo Switch: 264 MB , Nintendo Switch 2: 264 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Puzzle,Nintendo Switch,AGE,Chưa có,"Japanese, American English","November 13, 2025"
249,EGGCONSOLE Crystal Chaser: Overlord's Orb of the Sky - Refined PC-9801,$7.16,"Nintendo Switch: 67 MB , Nintendo Switch 2: 67 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch,D4 Enterprise,D4 Enterprise,"Japanese, American English","November 13, 2025"
250,Arcade Archives GALACTIC WARRIORS,$7.99,"Nintendo Switch: 73 MB , Nintendo Switch 2: 73 MB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Fighting,Nintendo Switch,HAMSTER,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Latin American Spanish, Canadian French, American English","November 13, 2025"
251,Lia: Hacking Destiny,$14.99,"Nintendo Switch: 1 GB , Nintendo Switch 2: 1 GB",Handheld mode,Chưa có,Action,Nintendo Switch,Orube Game Studio,Orube Game Studio,"Brazilian Portuguese, American English","November 13, 2025"
252,Train Delux 2026 Kurakyu,$22.99,"Nintendo Switch: 5.2 GB , Nintendo Switch 2: 5.2 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Simulation,Nintendo Switch,KOSEI YASUDA,Chưa có,"Japanese, British English, American English","November 13, 2025"
253,Capybara Journey Go,$2.99,"Nintendo Switch: 201 MB , Nintendo Switch 2: 201 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch,globalgamestudio,Chưa có,American English,"November 13, 2025"
254,Age verification,$9.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
255,Love is all around 2,$14.99,"Nintendo Switch: 8.9 GB , Nintendo Switch 2: 8.9 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch,NiuGamer,Chưa có,"Japanese, Simplified Chinese, Traditional Chinese, American English","November 13, 2025"
256,Mistonia's Hope -The Lost Delight-,$49.99,"Nintendo Switch: 5.6 GB , Nintendo Switch 2: 5.6 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Narrative adventure,Nintendo Switch,Aksys Games,Aksys Games,American English,"November 13, 2025"
257,CYCLIA JOURNEY,$7.99,"Nintendo Switch: 276 MB , Nintendo Switch 2: 276 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Puzzle,Nintendo Switch,Wonderfy,Chưa có,"Japanese, Korean, Simplified Chinese, Traditional Chinese, American English","November 13, 2025"
258,Atelier Ryza 3: Alchemist of the End & the Secret Key DX,$39.99,"Nintendo Switch: 11.9 GB , Nintendo Switch 2: 11.9 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Role playing,Nintendo Switch,KOEI TECMO AMERICA,Chưa có,"Japanese, American English","November 13, 2025"
259,Atelier Ryza 2: Lost Legends & the Secret Fairy DX,$39.99,"Nintendo Switch: 9.3 GB , Nintendo Switch 2: 9.3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Role playing,Nintendo Switch,KOEI TECMO AMERICA,Chưa có,"Japanese, French, American English","November 13, 2025"
260,Atelier Ryza: Ever Darkness & the Secret Hideout DX,$39.99,"Nintendo Switch: 8.1 GB , Nintendo Switch 2: 8.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Role playing,Nintendo Switch,KOEI TECMO AMERICA,Chưa có,"Japanese, American English","November 13, 2025"
261,Hymer 2000,$4.99,"Nintendo Switch: 581 MB , Nintendo Switch 2: 581 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch,indienova,Chưa có,"Japanese, Simplified Chinese, Traditional Chinese, American English","November 13, 2025"
262,Bibi Blocksberg – Big Broom Race 4,$22.99,"Nintendo Switch: 1.3 GB , Nintendo Switch 2: 1.3 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-4),Racing,Nintendo Switch,TREVA,TREVA,"British English, French, German, Italian, Spanish","November 13, 2025"
263,GIGASWORD,$14.99,"Nintendo Switch: 403 MB , Nintendo Switch 2: 403 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Adventure",Nintendo Switch,Akupara Games,Akupara Games,American English,"November 13, 2025"
264,INAZUMA ELEVEN: Victory Road,$69.99,"Nintendo Switch: 30.2 GB , Nintendo Switch 2: 30.3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Adventure , Simulation , Sports",Nintendo Switch,LEVEL5,Chưa có,"Japanese, French, German, Italian, Spanish, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","November 13, 2025"
265,Broken Sword - Shadow of the Templars: Reforged - Nintendo Switch 2 Edition Upgrade Pack,$4.99,3.3 GB,Chưa có,Chưa có,Chưa có,Nintendo Switch 2,Revolution,Chưa có,Chưa có,"November 12, 2025"
266,Broken Sword - Shadow of the Templars: Reforged - Nintendo Switch 2 Edition,$29.99,"Nintendo Switch: 2.9 GB , Nintendo Switch 2: 6.2 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch 2,Revolution,Revolution,"British English, French, German, Italian, Spanish, Russian, Latin American Spanish, Canadian French, Brazilian Portuguese, American English","November 12, 2025"
267,Bomb Kitten,$4.99,"Nintendo Switch: 98 MB , Nintendo Switch 2: 98 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch,eastasiasoft,eastasiasoft,"Russian, American English","November 12, 2025"
