stt,name,price,size,support,of_players,genre,system,publisher,developer,languages,release_date
57,DC Super Hero Girls™: Teen Power,$59.99,"Nintendo Switch: 2 GB , Nintendo Switch 2: 2 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Adventure",Nintendo Switch,Nintendo,Chưa có,"Japanese, German, Italian, Latin American Spanish, Canadian French, American English","June 4, 2021"
58,Miitopia™,$49.99,"Nintendo Switch: 3.1 GB , Nintendo Switch 2: 3.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Role playing,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","May 21, 2021"
59,Famicom Detective Club™: The Two-Case Collection,$59.98,Chưa có,Chưa có,Chưa có,Narrative adventure,Nintendo Switch,Nintendo,Chưa có,Chưa có,"May 14, 2021"
60,Famicom Detective Club™: The Missing Heir,$34.99,"Nintendo Switch: 1.6 GB , Nintendo Switch 2: 1.6 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Narrative adventure,Nintendo Switch,Nintendo,Chưa có,American English,"May 14, 2021"
61,Famicom Detective Club™: The Girl Who Stands Behind,$34.99,"Nintendo Switch: 1.9 GB , Nintendo Switch 2: 1.9 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Narrative adventure,Nintendo Switch,Nintendo,Chưa có,American English,"May 14, 2021"
62,New Pokémon Snap™,$59.99,"Nintendo Switch: 6.9 GB , Nintendo Switch 2: 6.9 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","April 30, 2021"
63,BRAVELY DEFAULT™ II,$59.99,"Nintendo Switch: 12.4 GB , Nintendo Switch 2: 12.4 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Role playing,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","February 26, 2021"
64,Super Mario™ 3D World + Bowser’s Fury,$59.99,"Nintendo Switch: 3 GB , Nintendo Switch 2: 3 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (2-4)","Action , Adventure",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","February 12, 2021"
65,Fitness Boxing 2: Rhythm & Exercise,$49.99,"Nintendo Switch: 3.8 GB , Nintendo Switch 2: 3.8 GB","TV mode , Tabletop mode",Single System (1-2),"Sports , Training",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","December 4, 2020"
66,Hyrule Warriors: Age of Calamity,$59.99,"Nintendo Switch: 11.1 GB , Nintendo Switch 2: 11.1 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Action,Nintendo Switch,Nintendo,Chưa có,"Japanese, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","November 20, 2020"
67,Animal Crossing: New Horizons Island Transfer Tool,$0.00,"Nintendo Switch: 46 MB , Nintendo Switch 2: 46 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Application,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","November 18, 2020"
68,Pikmin™ 3 Deluxe,$59.99,"Nintendo Switch: 6.5 GB , Nintendo Switch 2: 6.5 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Adventure , Strategy",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","October 30, 2020"
69,Part Time UFO™,$8.99,"Nintendo Switch: 194 MB , Nintendo Switch 2: 194 MB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Action,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","October 28, 2020"
70,Mario Kart Live: Home Circuit™,$0.00,"Nintendo Switch: 2 GB , Nintendo Switch 2: 2 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-4),Racing,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","October 16, 2020"
71,Kirby Fighters™ 2,$19.99,"Nintendo Switch: 1.1 GB , Nintendo Switch 2: 1.1 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (2-4)",Fighting,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","September 23, 2020"
72,Paper Mario™: The Origami King,$59.99,"Nintendo Switch: 6.5 GB , Nintendo Switch 2: 6.5 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Adventure",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","July 17, 2020"
73,Pokémon Café ReMix,$0.00,"Nintendo Switch: 574 MB , Nintendo Switch 2: 574 MB",Handheld mode,Chưa có,Puzzle,Nintendo Switch,Nintendo,Chưa có,"Japanese, German, Italian, Korean, Latin American Spanish, Canadian French, Traditional Chinese, American English","June 23, 2020"
74,Jump Rope Challenge,$0.00,"Nintendo Switch: 162 MB , Nintendo Switch 2: 162 MB","TV mode , Tabletop mode",Single System (1-2),"Application , Training",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","June 15, 2020"
75,Clubhouse Games™: 51 Worldwide Classics,$39.99,"Nintendo Switch: 2.5 GB , Nintendo Switch 2: 2.5 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (2-4)","Party , Puzzle , Racing , Tabletop",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","June 5, 2020"
76,Good Job!™,$19.99,"Nintendo Switch: 419 MB , Nintendo Switch 2: 419 MB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Puzzle",Nintendo Switch,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Latin American Spanish, Canadian French, American English","March 26, 2020"
77,Animal Crossing™: New Horizons,$59.99,"Nintendo Switch: 10.2 GB , Nintendo Switch 2: 10.2 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (1-8)",Simulation,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","March 20, 2020"
78,Pokémon Mystery Dungeon™: Rescue Team DX,$59.99,"Nintendo Switch: 2.2 GB , Nintendo Switch 2: 2.2 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Role playing,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Latin American Spanish, Canadian French, American English","March 6, 2020"
79,Pokémon™ HOME,$0.00,"Nintendo Switch: 1.4 GB , Nintendo Switch 2: 1.4 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Application,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","February 11, 2020"
80,Tokyo Mirage Sessions™ #FE Encore,$59.99,"Nintendo Switch: 11.3 GB , Nintendo Switch 2: 11.3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Role playing,Nintendo Switch,Nintendo,Chưa có,"Japanese, French, Simplified Chinese, Traditional Chinese, American English","January 17, 2020"
81,Pokémon Sword and Pokémon Shield Double Pack Digital Version,$119.99,"Nintendo Switch: 12.4 GB , Nintendo Switch 2: 12.4 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Role playing , Simulation",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","November 15, 2019"
82,Pokémon™ Sword,$59.99,"Nintendo Switch: 12.4 GB , Nintendo Switch 2: 12.4 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Role playing , Simulation",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","November 15, 2019"
83,Pokémon™ Shield,$59.99,"Nintendo Switch: 12.4 GB , Nintendo Switch 2: 12.4 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Role playing , Simulation",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Traditional Chinese, American English","November 15, 2019"
84,The Stretchers™,$19.99,"Nintendo Switch: 1.9 GB , Nintendo Switch 2: 1.9 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Puzzle",Nintendo Switch,Nintendo,Nintendo,"Japanese, French, German, Italian, Spanish, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","November 8, 2019"
85,Luigi’s Mansion™ 3,$59.99,"Nintendo Switch: 7.4 GB , Nintendo Switch 2: 7.4 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-8) , Online (1-8)","Action , Adventure",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","October 31, 2019"
86,Ring Fit Adventure,$79.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Nintendo,Nintendo,American English,"October 18, 2019"
87,The Legend of Zelda™: Link’s Awakening,$59.99,"Nintendo Switch: 5.9 GB , Nintendo Switch 2: 6.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Adventure",Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","September 20, 2019"
88,DAEMON X MACHINA™,$59.99,"Nintendo Switch: 6.9 GB , Nintendo Switch 2: 6.9 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Shooting",Nintendo Switch,Nintendo,Chưa có,"French, German, Italian, Spanish, Korean, American English","September 13, 2019"
89,Super Nintendo Entertainment System™ – Nintendo Classics,$0.00,"Nintendo Switch: 288 MB , Nintendo Switch 2: 311 MB","TV mode , Tabletop mode , Handheld mode","Single System (1-2) , Online (2-)",Chưa có,Nintendo Switch,Nintendo,Chưa có,"British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Latin American Spanish, Canadian French, Brazilian Portuguese, American English","September 5, 2019"
90,Super Kirby Clash™,$0.00,"Nintendo Switch: 1.1 GB , Nintendo Switch 2: 1.1 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-4) , Online (1-4)",Action,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","September 4, 2019"
91,Sushi Striker™: The Way of Sushido,$49.99,"Nintendo Switch: 2.8 GB , Nintendo Switch 2: 2.8 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-2) , Online (2-)","Action , Puzzle",Nintendo Switch,Nintendo,Chưa có,"British English, French, German, Italian, Spanish, Latin American Spanish, Canadian French, American English","June 8, 2018"
92,Pokémon™ Quest,$0.00,"Nintendo Switch: 271 MB , Nintendo Switch 2: 271 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Role playing , Strategy",Nintendo Switch,Nintendo,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","May 29, 2018"
93,Hyrule Warriors: Definitive Edition,$59.99,"Nintendo Switch: 12.9 GB , Nintendo Switch 2: 12.9 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Action,Nintendo Switch,Nintendo,Nintendo,"Latin American Spanish, Canadian French, American English","May 18, 2018"
94,Donkey Kong Country™: Tropical Freeze,$59.99,"Nintendo Switch: 6.7 GB , Nintendo Switch 2: 6.7 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Action,Nintendo Switch,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Latin American Spanish, Canadian French, American English","May 4, 2018"
95,Kirby™ Star Allies,$59.99,"Nintendo Switch: 4 GB , Nintendo Switch 2: 4 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-4),Action,Nintendo Switch,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","March 16, 2018"
96,Dragon Quest Builders™,$49.99,"Nintendo Switch: 815 MB , Nintendo Switch 2: 815 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Role playing",Nintendo Switch,Nintendo,Nintendo,"Latin American Spanish, Canadian French, American English","February 9, 2018"
97,Xenoblade Chronicles™ 2,$59.99,"Nintendo Switch: 13.2 GB , Nintendo Switch 2: 13.2 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Role playing",Nintendo Switch,Nintendo,Chưa có,"British English, French, German, Italian, Spanish, Korean, Latin American Spanish, Canadian French, American English","December 1, 2017"
98,Super Mario Odyssey™,$59.99,"Nintendo Switch: 5.6 GB , Nintendo Switch 2: 5.7 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Adventure",Nintendo Switch,Nintendo,Nintendo,"Japanese, British English, French, German, Italian, Spanish, Dutch, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","October 27, 2017"
99,Fire Emblem Warriors,$59.99,"Nintendo Switch: 13.4 GB , Nintendo Switch 2: 13.4 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Strategy",Nintendo Switch,Nintendo,Chưa có,"British English, French, German, Italian, Spanish, Latin American Spanish, Canadian French, American English","October 20, 2017"
100,Pokkén Tournament™ DX,$59.99,"Nintendo Switch: 4 GB , Nintendo Switch 2: 4 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-2) , Online (2-)",Fighting,Nintendo Switch,Nintendo,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Latin American Spanish, Canadian French, American English","September 22, 2017"

